user_id,days_signup_age,recency_days,frequency_total,session_duration_avg,feature_count_used,device_type,os_type,user_segment,region,dropoff_label,activity_per_day,recency_ratio,feature_use_ratio,engagement_depth_score,dropoff_risk_proxy,device_risk_weight,segment_risk_weight,weighted_risk_proxy
3262.0,365.0,50.0,38.0,10.03,13.0,desktop,ios,free,east,0,0.10382513661202186,0.1366120218579235,0.3333333333333333,130.39,12.291,0.6,1.0,12.291
3263.0,548.0,87.0,46.0,19.69,5.0,mobile,windows,free,north,0,0.08378870673952642,0.15846994535519127,0.10638297872340426,98.45,32.79299999999999,1.0,1.0,32.79299999999999
3264.0,633.0,21.0,49.0,9.65,4.0,mobile,android,free,west,0,0.07728706624605679,0.033123028391167195,0.08,38.6,-4.1450000000000005,1.0,1.0,-4.1450000000000005
3265.0,398.0,116.0,32.0,9.38,4.0,mobile,android,free,west,1,0.08020050125313283,0.2907268170426065,0.12121212121212122,37.52,57.18599999999999,1.0,1.0,57.18599999999999
3266.0,479.0,50.0,32.0,6.98,6.0,mobile,mac,free,north,1,0.06666666666666667,0.10416666666666667,0.18181818181818182,41.88,17.506,1.0,1.0,17.506
3267.0,546.0,18.0,40.0,17.07,9.0,mobile,windows,trial,south,0,0.07312614259597806,0.03290676416819013,0.21951219512195122,153.63,-7.921000000000001,1.0,0.8,-6.336800000000001
3268.0,513.0,8.0,29.0,18.01,8.0,mobile,windows,free,south,0,0.05642023346303502,0.01556420233463035,0.26666666666666666,144.08,-11.053,1.0,1.0,-11.053
3269.0,123.0,102.0,22.0,13.49,12.0,mobile,mac,free,north,1,0.1774193548387097,0.8225806451612904,0.5217391304347826,161.88,46.852999999999994,1.0,1.0,46.852999999999994
3270.0,718.0,13.0,27.0,8.06,12.0,mobile,ios,free,north,0,0.037552155771905425,0.01808066759388039,0.42857142857142855,96.72,-6.168000000000001,1.0,1.0,-6.168000000000001
3271.0,145.0,50.0,41.0,11.97,5.0,mobile,windows,free,east,0,0.2808219178082192,0.3424657534246575,0.11904761904761904,59.85,14.158999999999999,1.0,1.0,14.158999999999999
3272.0,318.0,80.0,36.0,10.79,12.0,desktop,linux,free,south,1,0.11285266457680251,0.2507836990595611,0.32432432432432434,129.48,30.962999999999997,0.6,1.0,30.962999999999997
3273.0,486.0,61.0,33.0,7.88,10.0,tablet,mac,trial,north,0,0.06776180698151951,0.12525667351129363,0.29411764705882354,78.8,21.986,0.8,0.8,17.588800000000003
3274.0,312.0,31.0,47.0,10.04,13.0,desktop,ios,free,east,0,0.1501597444089457,0.09904153354632587,0.2708333333333333,130.51999999999998,-1.3620000000000019,0.6,1.0,-1.3620000000000019
3275.0,200.0,12.0,31.0,14.02,1.0,mobile,windows,trial,north,0,0.15422885572139303,0.05970149253731343,0.03125,14.02,-5.156000000000001,1.0,0.8,-4.1248000000000005
3276.0,676.0,85.0,48.0,9.58,8.0,mobile,windows,free,east,1,0.07090103397341212,0.1255539143279173,0.16326530612244897,76.64,32.925999999999995,1.0,1.0,32.925999999999995
3277.0,80.0,58.0,41.0,13.17,9.0,desktop,android,free,north,0,0.5061728395061729,0.7160493827160493,0.21428571428571427,118.53,16.998999999999995,0.6,1.0,16.998999999999995
3278.0,202.0,5.0,25.0,4.89,4.0,desktop,windows,free,north,0,0.12315270935960591,0.024630541871921183,0.15384615384615385,19.56,-6.317,0.6,1.0,-6.317
3279.0,725.0,21.0,37.0,18.72,10.0,desktop,ios,premium,west,0,0.05096418732782369,0.028925619834710745,0.2631578947368421,187.2,-6.266,0.6,0.3,-1.8798
3280.0,540.0,67.0,41.0,10.43,11.0,desktop,mac,free,south,0,0.07578558225508318,0.12384473197781885,0.2619047619047619,114.72999999999999,22.420999999999992,0.6,1.0,22.420999999999992
3281.0,90.0,20.0,33.0,15.48,2.0,mobile,mac,free,south,0,0.3626373626373626,0.21978021978021978,0.058823529411764705,30.96,-1.6940000000000002,1.0,1.0,-1.6940000000000002
3282.0,558.0,46.0,37.0,12.75,14.0,tablet,linux,free,west,0,0.06618962432915922,0.08228980322003578,0.3684210526315789,178.5,8.924999999999997,0.8,1.0,8.924999999999997
3283.0,708.0,14.0,32.0,13.61,14.0,desktop,mac,free,south,0,0.045133991537376586,0.019746121297602257,0.42424242424242425,190.54,-9.283,0.6,1.0,-9.283
3284.0,98.0,95.0,44.0,7.47,4.0,mobile,windows,free,north,1,0.4444444444444444,0.9595959595959596,0.08888888888888889,29.88,42.159,1.0,1.0,42.159
3285.0,319.0,75.0,39.0,8.96,3.0,mobile,windows,premium,west,1,0.121875,0.234375,0.075,26.880000000000003,31.362,1.0,0.3,9.4086
3286.0,357.0,94.0,33.0,9.05,3.0,desktop,mac,free,north,1,0.09217877094972067,0.26256983240223464,0.08823529411764706,27.150000000000002,44.23499999999999,0.6,1.0,44.23499999999999
3287.0,121.0,6.0,30.0,12.1,1.0,mobile,android,premium,south,0,0.2459016393442623,0.04918032786885246,0.03225806451612903,12.1,-7.930000000000001,1.0,0.3,-2.379
3288.0,170.0,45.0,30.0,17.3,1.0,mobile,android,free,south,1,0.17543859649122806,0.2631578947368421,0.03225806451612903,17.3,13.909999999999998,1.0,1.0,13.909999999999998
3289.0,151.0,32.0,30.0,13.73,5.0,desktop,android,free,east,0,0.19736842105263158,0.21052631578947367,0.16129032258064516,68.65,5.5809999999999995,0.6,1.0,5.5809999999999995
3290.0,159.0,74.0,36.0,8.4,10.0,desktop,windows,trial,east,0,0.225,0.4625,0.2702702702702703,84.0,28.879999999999995,0.6,0.8,23.104
3291.0,312.0,98.0,36.0,12.35,10.0,desktop,mac,free,east,1,0.11501597444089456,0.31309904153354634,0.2702702702702703,123.5,42.095,0.6,1.0,42.095
3292.0,354.0,27.0,34.0,11.68,8.0,mobile,windows,free,west,0,0.09577464788732394,0.07605633802816901,0.22857142857142856,93.44,0.9959999999999996,1.0,1.0,0.9959999999999996
3293.0,196.0,92.0,39.0,10.6,10.0,tablet,android,free,east,1,0.19796954314720813,0.467005076142132,0.25,106.0,38.269999999999996,0.8,1.0,38.269999999999996
3294.0,232.0,69.0,31.0,11.94,2.0,mobile,windows,free,north,0,0.13304721030042918,0.296137339055794,0.0625,23.88,29.267999999999997,1.0,1.0,29.267999999999997
3295.0,164.0,98.0,40.0,15.05,14.0,tablet,ios,trial,north,0,0.24242424242424243,0.593939393939394,0.34146341463414637,210.70000000000002,38.684999999999995,0.8,0.8,30.947999999999997
3296.0,587.0,9.0,32.0,9.12,3.0,mobile,android,free,south,0,0.05442176870748299,0.015306122448979591,0.09090909090909091,27.36,-6.5360000000000005,1.0,1.0,-6.5360000000000005
3297.0,178.0,118.0,36.0,10.62,6.0,mobile,mac,free,north,1,0.2011173184357542,0.659217877094972,0.16216216216216217,63.72,56.214,1.0,1.0,56.214
3298.0,665.0,52.0,31.0,15.93,10.0,tablet,mac,free,west,0,0.046546546546546545,0.07807807807807808,0.3125,159.3,14.671,0.8,1.0,14.671
3299.0,407.0,33.0,39.0,13.88,2.0,mobile,windows,premium,west,0,0.09558823529411764,0.08088235294117647,0.05,27.76,5.086000000000001,1.0,0.3,1.5258000000000003
3300.0,591.0,21.0,36.0,17.12,7.0,desktop,windows,premium,east,0,0.060810810810810814,0.03547297297297297,0.1891891891891892,119.84,-4.336,0.6,0.3,-1.3008
3301.0,475.0,118.0,34.0,17.74,14.0,mobile,ios,free,east,1,0.07142857142857142,0.24789915966386555,0.4,248.35999999999999,51.37799999999999,1.0,1.0,51.37799999999999
3302.0,216.0,106.0,39.0,6.56,4.0,mobile,android,premium,east,1,0.17972350230414746,0.48847926267281105,0.1,26.24,50.282,1.0,0.3,15.084599999999998
3303.0,450.0,15.0,31.0,13.15,9.0,desktop,windows,free,south,0,0.06873614190687362,0.03325942350332594,0.28125,118.35000000000001,-6.295,0.6,1.0,-6.295
3304.0,221.0,53.0,39.0,9.97,9.0,mobile,ios,free,north,0,0.17567567567567569,0.23873873873873874,0.225,89.73,15.458999999999998,1.0,1.0,15.458999999999998
3305.0,112.0,88.0,23.0,7.21,2.0,desktop,linux,premium,north,1,0.20353982300884957,0.7787610619469026,0.08333333333333333,14.42,44.087,0.6,0.3,13.2261
3306.0,208.0,70.0,26.0,8.84,1.0,mobile,ios,free,south,1,0.12440191387559808,0.3349282296650718,0.037037037037037035,8.84,32.448,1.0,1.0,32.448
3307.0,222.0,22.0,35.0,10.8,3.0,desktop,linux,trial,south,0,0.15695067264573992,0.09865470852017937,0.08333333333333333,32.400000000000006,0.009999999999998899,0.6,0.8,0.007999999999999119
3308.0,124.0,43.0,49.0,10.82,1.0,desktop,ios,free,west,1,0.392,0.344,0.02,10.82,9.904,0.6,1.0,9.904
3309.0,46.0,44.0,40.0,9.57,8.0,mobile,linux,premium,west,0,0.851063829787234,0.9361702127659575,0.1951219512195122,76.56,10.328999999999997,1.0,0.3,3.098699999999999
3310.0,690.0,34.0,38.0,11.95,4.0,mobile,android,free,east,1,0.05499276410998553,0.049204052098408106,0.10256410256410256,47.8,5.715,1.0,1.0,5.715
3311.0,389.0,115.0,30.0,21.79,9.0,desktop,linux,free,south,1,0.07692307692307693,0.2948717948717949,0.2903225806451613,196.10999999999999,51.363,0.6,1.0,51.363
3312.0,311.0,24.0,40.0,5.1,5.0,mobile,ios,free,west,0,0.1282051282051282,0.07692307692307693,0.12195121951219512,25.5,0.8699999999999988,1.0,1.0,0.8699999999999988
3313.0,680.0,84.0,35.0,16.55,5.0,desktop,mac,trial,south,1,0.0513950073421439,0.12334801762114538,0.1388888888888889,82.75,34.685,0.6,0.8,27.748000000000005
3314.0,187.0,109.0,32.0,11.93,2.0,tablet,windows,trial,east,1,0.1702127659574468,0.5797872340425532,0.06060606060606061,23.86,53.020999999999994,0.8,0.8,42.416799999999995
3315.0,312.0,95.0,39.0,10.25,12.0,mobile,android,trial,east,0,0.12460063897763578,0.3035143769968051,0.3,123.0,39.375,1.0,0.8,31.5
3316.0,622.0,95.0,35.0,3.93,2.0,mobile,windows,free,south,1,0.056179775280898875,0.15248796147672553,0.05555555555555555,7.86,46.271,1.0,1.0,46.271
3317.0,472.0,19.0,29.0,15.05,13.0,tablet,linux,free,east,0,0.0613107822410148,0.040169133192389,0.43333333333333335,195.65,-5.5649999999999995,0.8,1.0,-5.5649999999999995
3318.0,309.0,15.0,48.0,6.24,3.0,tablet,ios,trial,south,0,0.15483870967741936,0.04838709677419355,0.061224489795918366,18.72,-6.072,0.8,0.8,-4.857600000000001
3319.0,209.0,93.0,37.0,15.31,14.0,mobile,linux,free,north,0,0.1761904761904762,0.44285714285714284,0.3684210526315789,214.34,36.35699999999999,1.0,1.0,36.35699999999999
3320.0,54.0,89.0,45.0,18.97,11.0,desktop,mac,free,west,1,0.8181818181818182,1.6181818181818182,0.2391304347826087,208.67,32.059,0.6,1.0,32.059
3321.0,89.0,89.0,26.0,6.87,12.0,mobile,android,free,west,1,0.28888888888888886,0.9888888888888889,0.4444444444444444,82.44,40.039,1.0,1.0,40.039
3322.0,143.0,50.0,31.0,16.67,12.0,desktop,mac,trial,south,0,0.2152777777777778,0.3472222222222222,0.375,200.04000000000002,12.448999999999998,0.6,0.8,9.9592
3323.0,580.0,62.0,30.0,12.1,7.0,mobile,android,free,north,1,0.05163511187607573,0.10671256454388985,0.22580645161290322,84.7,23.269999999999996,1.0,1.0,23.269999999999996
3324.0,477.0,1.0,35.0,3.62,3.0,mobile,windows,free,south,0,0.07322175732217573,0.0020920502092050207,0.08333333333333333,10.86,-10.436,1.0,1.0,-10.436
3325.0,333.0,34.0,50.0,7.18,10.0,mobile,mac,premium,west,0,0.1497005988023952,0.10179640718562874,0.19607843137254902,71.8,1.7459999999999987,1.0,0.3,0.5237999999999996
3326.0,578.0,63.0,29.0,12.71,10.0,mobile,linux,free,east,0,0.05008635578583765,0.10880829015544041,0.3333333333333333,127.10000000000001,22.737,1.0,1.0,22.737
3327.0,142.0,15.0,41.0,13.6,12.0,mobile,ios,free,south,0,0.2867132867132867,0.1048951048951049,0.2857142857142857,163.2,-10.13,1.0,1.0,-10.13
3328.0,177.0,15.0,34.0,5.68,4.0,mobile,linux,free,west,0,0.19101123595505617,0.08426966292134831,0.11428571428571428,22.72,-2.8040000000000003,1.0,1.0,-2.8040000000000003
3329.0,304.0,5.0,44.0,12.13,12.0,tablet,ios,premium,north,0,0.14426229508196722,0.01639344262295082,0.26666666666666666,145.56,-16.439,0.8,0.3,-4.9317
3330.0,672.0,25.0,39.0,15.29,13.0,mobile,windows,premium,south,0,0.05794947994056464,0.03714710252600297,0.325,198.76999999999998,-4.537,1.0,0.3,-1.3611
3331.0,459.0,119.0,34.0,15.99,11.0,desktop,android,free,south,1,0.07391304347826087,0.25869565217391305,0.3142857142857143,175.89000000000001,53.702999999999996,0.6,1.0,53.702999999999996
3332.0,625.0,83.0,44.0,10.35,4.0,mobile,mac,trial,north,1,0.07028753993610223,0.13258785942492013,0.08888888888888889,41.4,34.095,1.0,0.8,27.276
3333.0,203.0,113.0,40.0,13.75,4.0,tablet,windows,free,north,1,0.19607843137254902,0.553921568627451,0.0975609756097561,55.0,52.074999999999996,0.8,1.0,52.074999999999996
3334.0,623.0,30.0,35.0,16.29,2.0,mobile,mac,premium,east,0,0.05608974358974359,0.04807692307692308,0.05555555555555555,32.58,3.5630000000000006,1.0,0.3,1.0689000000000002
3335.0,80.0,71.0,37.0,15.41,12.0,mobile,windows,premium,north,0,0.4567901234567901,0.8765432098765432,0.3157894736842105,184.92000000000002,23.927,1.0,0.3,7.1781
3336.0,189.0,107.0,31.0,15.57,7.0,desktop,mac,free,south,1,0.1631578947368421,0.5631578947368421,0.21875,108.99000000000001,48.979000000000006,0.6,1.0,48.979000000000006
3337.0,396.0,42.0,34.0,12.45,5.0,mobile,ios,free,east,0,0.08564231738035265,0.10579345088161209,0.14285714285714285,62.25,10.965,1.0,1.0,10.965
3338.0,65.0,78.0,38.0,11.62,3.0,mobile,mac,free,east,1,0.5757575757575758,1.1818181818181819,0.07692307692307693,34.86,32.614,1.0,1.0,32.614
3339.0,630.0,83.0,24.0,13.09,7.0,mobile,ios,trial,south,0,0.03803486529318542,0.13153724247226625,0.28,91.63,37.073,1.0,0.8,29.6584
3340.0,637.0,99.0,26.0,8.94,3.0,mobile,mac,free,west,1,0.04075235109717868,0.15517241379310345,0.1111111111111111,26.82,49.017999999999994,1.0,1.0,49.017999999999994
3341.0,409.0,116.0,29.0,16.45,12.0,mobile,windows,free,south,1,0.07073170731707316,0.28292682926829266,0.4,197.39999999999998,52.614999999999995,1.0,1.0,52.614999999999995
3342.0,244.0,73.0,38.0,5.88,5.0,desktop,ios,premium,south,0,0.15510204081632653,0.2979591836734694,0.1282051282051282,29.4,30.535999999999994,0.6,0.3,9.160799999999998
3343.0,99.0,69.0,40.0,9.98,7.0,mobile,windows,free,east,1,0.4,0.69,0.17073170731707318,69.86,25.605999999999998,1.0,1.0,25.605999999999998
3344.0,463.0,104.0,32.0,11.86,10.0,mobile,linux,free,south,1,0.06896551724137931,0.22413793103448276,0.30303030303030304,118.6,46.842,1.0,1.0,46.842
3345.0,406.0,82.0,38.0,13.88,10.0,mobile,android,free,south,1,0.09336609336609336,0.20147420147420148,0.2564102564102564,138.8,31.535999999999994,1.0,1.0,31.535999999999994
3346.0,561.0,43.0,28.0,14.63,2.0,mobile,windows,premium,west,0,0.0498220640569395,0.07651245551601424,0.06896551724137931,29.26,13.611,1.0,0.3,4.0833
3347.0,451.0,75.0,48.0,17.96,2.0,mobile,mac,trial,north,1,0.10619469026548672,0.16592920353982302,0.04081632653061224,35.92,26.812,1.0,0.8,21.449600000000004
3348.0,119.0,65.0,33.0,12.31,4.0,mobile,mac,trial,east,1,0.275,0.5416666666666666,0.11764705882352941,49.24,25.456999999999997,1.0,0.8,20.3656
3349.0,115.0,27.0,38.0,9.13,11.0,mobile,android,free,west,0,0.3275862068965517,0.23275862068965517,0.28205128205128205,100.43,-0.4390000000000014,1.0,1.0,-0.4390000000000014
3350.0,576.0,61.0,31.0,11.42,13.0,tablet,ios,free,south,0,0.053726169844020795,0.10571923743500866,0.40625,148.46,20.224000000000004,0.8,1.0,20.224000000000004
3351.0,141.0,74.0,37.0,10.72,14.0,mobile,mac,free,south,0,0.2605633802816901,0.5211267605633803,0.3684210526315789,150.08,26.333999999999996,1.0,1.0,26.333999999999996
3352.0,686.0,108.0,28.0,14.08,4.0,mobile,mac,trial,south,1,0.040756914119359534,0.1572052401746725,0.13793103448275862,56.32,51.97599999999999,1.0,0.8,41.580799999999996
3353.0,104.0,69.0,42.0,7.73,11.0,desktop,linux,free,south,0,0.4,0.6571428571428571,0.2558139534883721,85.03,24.180999999999997,0.6,1.0,24.180999999999997
3354.0,539.0,19.0,46.0,11.3,3.0,mobile,windows,free,east,0,0.08518518518518518,0.03518518518518519,0.06382978723404255,33.900000000000006,-4.6899999999999995,1.0,1.0,-4.6899999999999995
3355.0,712.0,118.0,37.0,18.49,3.0,mobile,ios,free,west,1,0.051893408134642355,0.16549789621318373,0.07894736842105263,55.47,54.803,1.0,1.0,54.803
3356.0,338.0,69.0,43.0,12.72,8.0,desktop,windows,trial,south,0,0.12684365781710916,0.20353982300884957,0.18181818181818182,101.76,23.634,0.6,0.8,18.9072
3357.0,69.0,34.0,33.0,7.79,2.0,desktop,mac,free,south,0,0.4714285714285714,0.4857142857142857,0.058823529411764705,15.58,9.012999999999998,0.6,1.0,9.012999999999998
3358.0,643.0,90.0,32.0,10.64,1.0,mobile,android,free,west,1,0.049689440993788817,0.13975155279503104,0.030303030303030304,10.64,42.408,1.0,1.0,42.408
3359.0,161.0,46.0,33.0,3.07,14.0,mobile,windows,free,north,0,0.2037037037037037,0.2839506172839506,0.4117647058823529,42.98,12.828999999999997,1.0,1.0,12.828999999999997
3360.0,399.0,44.0,43.0,11.76,12.0,desktop,windows,premium,north,0,0.1075,0.11,0.2727272727272727,141.12,7.321999999999997,0.6,0.3,2.196599999999999
3361.0,719.0,100.0,36.0,18.59,10.0,mobile,linux,free,north,0,0.05,0.1388888888888889,0.2702702702702703,185.9,41.423,1.0,1.0,41.423
3362.0,551.0,104.0,39.0,7.25,4.0,tablet,windows,trial,north,1,0.07065217391304347,0.18840579710144928,0.1,29.0,48.875,0.8,0.8,39.1
3363.0,62.0,62.0,25.0,6.18,2.0,mobile,windows,free,west,1,0.3968253968253968,0.9841269841269841,0.07692307692307693,12.36,28.295999999999996,1.0,1.0,28.295999999999996
3364.0,604.0,44.0,30.0,9.39,2.0,mobile,ios,premium,north,0,0.049586776859504134,0.07272727272727272,0.06451612903225806,18.78,15.282999999999998,1.0,0.3,4.584899999999999
3365.0,142.0,103.0,30.0,15.69,6.0,mobile,android,premium,west,1,0.2097902097902098,0.7202797202797203,0.1935483870967742,94.14,47.193,1.0,0.3,14.1579
3366.0,554.0,20.0,33.0,18.82,12.0,desktop,mac,free,west,0,0.05945945945945946,0.036036036036036036,0.35294117647058826,225.84,-6.696000000000001,0.6,1.0,-6.696000000000001
3367.0,464.0,89.0,34.0,13.79,9.0,desktop,linux,free,south,1,0.07311827956989247,0.1913978494623656,0.2571428571428571,124.10999999999999,37.163,0.6,1.0,37.163
3368.0,231.0,70.0,29.0,6.86,12.0,desktop,linux,trial,north,0,0.125,0.3017241379310345,0.4,82.32000000000001,27.892,0.6,0.8,22.3136
3369.0,326.0,102.0,37.0,11.91,13.0,mobile,windows,trial,north,0,0.11314984709480122,0.3119266055045872,0.34210526315789475,154.83,43.17699999999999,1.0,0.8,34.541599999999995
3370.0,112.0,50.0,25.0,19.16,11.0,desktop,android,free,east,0,0.22123893805309736,0.4424778761061947,0.4230769230769231,210.76,13.601999999999999,0.6,1.0,13.601999999999999
3371.0,720.0,99.0,37.0,10.76,2.0,tablet,linux,free,south,1,0.05131761442441054,0.13730929264909847,0.05263157894736842,21.52,46.122,0.8,1.0,46.122
3372.0,196.0,1.0,41.0,12.56,4.0,mobile,windows,trial,west,0,0.20812182741116753,0.005076142131979695,0.09523809523809523,50.24,-15.017999999999999,1.0,0.8,-12.0144
3373.0,246.0,90.0,33.0,12.96,5.0,mobile,android,trial,south,1,0.13360323886639677,0.3643724696356275,0.14705882352941177,64.80000000000001,39.862,1.0,0.8,31.8896
3374.0,382.0,8.0,45.0,5.82,8.0,mobile,windows,free,north,0,0.1174934725848564,0.020887728459530026,0.17391304347826086,46.56,-11.396,1.0,1.0,-11.396
3375.0,500.0,77.0,38.0,15.99,12.0,desktop,windows,free,east,0,0.07584830339321358,0.1536926147704591,0.3076923076923077,191.88,27.102999999999994,0.6,1.0,27.102999999999994
3376.0,383.0,23.0,45.0,15.42,14.0,mobile,linux,premium,west,0,0.1171875,0.059895833333333336,0.30434782608695654,215.88,-7.676000000000001,1.0,0.3,-2.3028000000000004
3377.0,383.0,115.0,34.0,4.03,14.0,mobile,ios,free,east,1,0.08854166666666667,0.2994791666666667,0.4,56.42,53.690999999999995,1.0,1.0,53.690999999999995
3378.0,437.0,92.0,37.0,6.68,7.0,desktop,windows,free,east,1,0.08447488584474885,0.2100456621004566,0.18421052631578946,46.76,41.146,0.6,1.0,41.146
3379.0,630.0,12.0,48.0,8.12,14.0,desktop,mac,premium,east,0,0.07606973058637084,0.01901743264659271,0.2857142857142857,113.67999999999999,-12.836000000000002,0.6,0.3,-3.8508000000000004
3380.0,306.0,107.0,31.0,14.99,14.0,mobile,mac,trial,north,1,0.10097719869706841,0.3485342019543974,0.4375,209.86,46.353,1.0,0.8,37.0824
3381.0,612.0,30.0,35.0,9.0,3.0,desktop,linux,free,east,0,0.057096247960848286,0.048939641109298535,0.08333333333333333,27.0,5.3500000000000005,0.6,1.0,5.3500000000000005
3382.0,580.0,65.0,36.0,13.61,10.0,desktop,mac,trial,west,0,0.06196213425129088,0.11187607573149742,0.2702702702702703,136.1,21.917,0.6,0.8,17.533600000000003
3383.0,702.0,10.0,29.0,11.27,7.0,mobile,windows,free,west,0,0.041251778093883355,0.01422475106685633,0.23333333333333334,78.89,-7.431000000000001,1.0,1.0,-7.431000000000001
3384.0,669.0,12.0,30.0,12.28,12.0,mobile,linux,free,west,0,0.04477611940298507,0.01791044776119403,0.3870967741935484,147.35999999999999,-8.784,1.0,1.0,-8.784
3385.0,588.0,28.0,31.0,13.98,13.0,mobile,windows,free,east,0,0.05263157894736842,0.04753820033955857,0.40625,181.74,-0.3439999999999994,1.0,1.0,-0.3439999999999994
3386.0,202.0,64.0,36.0,13.09,3.0,desktop,linux,premium,north,0,0.17733990147783252,0.31527093596059114,0.08108108108108109,39.269999999999996,24.273,0.6,0.3,7.281899999999999
3387.0,572.0,65.0,48.0,11.92,9.0,desktop,mac,free,south,0,0.08376963350785341,0.11343804537521815,0.1836734693877551,107.28,19.823999999999998,0.6,1.0,19.823999999999998
3388.0,545.0,102.0,37.0,13.31,13.0,desktop,ios,free,west,1,0.06776556776556776,0.18681318681318682,0.34210526315789475,173.03,42.75699999999999,0.6,1.0,42.75699999999999
3389.0,232.0,19.0,39.0,12.87,10.0,mobile,android,free,west,0,0.16738197424892703,0.0815450643776824,0.25,128.7,-6.210999999999999,1.0,1.0,-6.210999999999999
3390.0,504.0,89.0,29.0,11.16,12.0,mobile,mac,free,east,1,0.05742574257425743,0.17623762376237623,0.4,133.92000000000002,38.001999999999995,1.0,1.0,38.001999999999995
3391.0,207.0,0.0,39.0,10.28,11.0,mobile,android,free,north,0,0.1875,0.0,0.275,113.08,-17.234,1.0,1.0,-17.234
3392.0,396.0,34.0,38.0,19.52,11.0,mobile,windows,free,west,0,0.09571788413098237,0.08564231738035265,0.28205128205128205,214.72,0.6439999999999984,1.0,1.0,0.6439999999999984
3393.0,587.0,21.0,37.0,10.23,12.0,desktop,android,trial,west,0,0.06292517006802721,0.03571428571428571,0.3157894736842105,122.76,-4.519000000000001,0.6,0.8,-3.615200000000001
3394.0,161.0,14.0,30.0,17.47,14.0,tablet,windows,free,east,0,0.18518518518518517,0.08641975308641975,0.45161290322580644,244.57999999999998,-9.940999999999999,0.8,1.0,-9.940999999999999
3395.0,265.0,70.0,35.0,9.26,3.0,mobile,mac,premium,south,1,0.13157894736842105,0.2631578947368421,0.08333333333333333,27.78,29.272000000000002,1.0,0.3,8.781600000000001
3396.0,586.0,108.0,34.0,15.24,12.0,desktop,windows,premium,west,1,0.05792163543441227,0.1839863713798978,0.34285714285714286,182.88,46.928,0.6,0.3,14.078399999999998
3397.0,347.0,80.0,29.0,19.14,6.0,mobile,ios,free,south,1,0.08333333333333333,0.22988505747126436,0.2,114.84,32.608000000000004,1.0,1.0,32.608000000000004
3398.0,702.0,102.0,42.0,10.65,9.0,desktop,linux,free,west,1,0.059743954480796585,0.14509246088193456,0.20930232558139536,95.85000000000001,43.904999999999994,0.6,1.0,43.904999999999994
3399.0,35.0,70.0,36.0,9.33,10.0,desktop,windows,free,south,0,1.0,1.9444444444444444,0.2702702702702703,93.3,26.201,0.6,1.0,26.201
3400.0,535.0,6.0,43.0,10.28,10.0,desktop,ios,free,west,0,0.08022388059701492,0.011194029850746268,0.22727272727272727,102.8,-14.234,0.6,1.0,-14.234
3401.0,599.0,41.0,31.0,11.92,3.0,tablet,android,free,east,1,0.051666666666666666,0.06833333333333333,0.09375,35.76,12.073999999999998,0.8,1.0,12.073999999999998
3402.0,672.0,98.0,36.0,13.29,12.0,tablet,windows,free,north,1,0.05349182763744428,0.14561664190193166,0.32432432432432434,159.48,41.01299999999999,0.8,1.0,41.01299999999999
3403.0,139.0,5.0,33.0,11.84,11.0,mobile,ios,trial,north,0,0.2357142857142857,0.03571428571428571,0.3235294117647059,130.24,-13.202,1.0,0.8,-10.5616
3404.0,718.0,11.0,28.0,10.32,11.0,desktop,ios,trial,east,0,0.03894297635605007,0.015299026425591099,0.3793103448275862,113.52000000000001,-7.896000000000001,0.6,0.8,-6.316800000000001
3405.0,304.0,100.0,34.0,19.82,9.0,desktop,linux,premium,south,0,0.11147540983606558,0.32786885245901637,0.2571428571428571,178.38,41.954,0.6,0.3,12.5862
3406.0,276.0,7.0,29.0,11.2,9.0,mobile,windows,trial,west,0,0.10469314079422383,0.02527075812274368,0.3,100.8,-10.01,1.0,0.8,-8.008000000000001
3407.0,278.0,115.0,37.0,9.52,4.0,mobile,windows,free,west,1,0.13261648745519714,0.4121863799283154,0.10526315789473684,38.08,55.294,1.0,1.0,55.294
3408.0,476.0,91.0,41.0,15.32,9.0,tablet,android,free,west,0,0.0859538784067086,0.19077568134171907,0.21428571428571427,137.88,36.154,0.8,1.0,36.154
3409.0,491.0,79.0,25.0,15.39,4.0,tablet,ios,trial,north,1,0.0508130081300813,0.16056910569105692,0.15384615384615385,61.56,34.933,0.8,0.8,27.9464
3410.0,361.0,64.0,50.0,17.65,13.0,mobile,windows,trial,west,0,0.13812154696132597,0.17679558011049723,0.2549019607843137,229.45,15.405000000000001,1.0,0.8,12.324000000000002
3411.0,79.0,10.0,48.0,19.71,1.0,mobile,mac,trial,south,0,0.6,0.125,0.02040816326530612,19.71,-12.313,1.0,0.8,-9.8504
3412.0,720.0,49.0,38.0,13.39,1.0,mobile,android,free,south,1,0.052704576976421634,0.06796116504854369,0.02564102564102564,13.39,15.482999999999999,1.0,1.0,15.482999999999999
3413.0,185.0,96.0,24.0,10.85,11.0,mobile,ios,trial,south,1,0.12903225806451613,0.5161290322580645,0.44,119.35,43.94499999999999,1.0,0.8,35.156
3414.0,95.0,108.0,31.0,4.39,11.0,desktop,mac,premium,west,1,0.3229166666666667,1.125,0.34375,48.29,51.333,0.6,0.3,15.399899999999999
3415.0,448.0,53.0,38.0,8.25,8.0,mobile,mac,free,east,1,0.08463251670378619,0.11804008908685969,0.20512820512820512,66.0,16.624999999999996,1.0,1.0,16.624999999999996
